id,age_limit,pegi_tags
241410,m,Blood| Violence
252470,null,
1303183,m,Blood| LanguagePartial| Nudity| Sexual| Themes| Use| of| Drugs| Violence
996080,null,
377710,null,
1174090,null,
407810,m,Violence| BloodNudity| Strong| Language
464840,m,Fantasy| Violence| Mild| Language
548340,null,
565120,m,Violence| BloodUse| of| Alcohol
481360,null,
454530,null,
388980,null,
490280,null,
1267310,null,
284790,null,
724470,null,
907210,null,
55389,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Partial| Nudity| Sexual| Content| Strong| Language
980480,null,
651440,m,Blood| Violence
1352581,null,
369440,m,Descriptors:Blood| Violence
1173740,null,
243800,null,
22400,null,
1016080,null,
476700,null,
575480,null,
222617,null,
1099920,null,
612930,null,
788470,null,
226560,m,Blood| and| Gore| Intense| Violence| Strong| Language
593960,null,
1155980,null,
1369470,null,
1195320,null,
251770,m,Violence
257970,null,
506900,null,
204386,m,Alcohol| Reference| Animated| Blood| Fantasy| Violence
716660,null,
55387,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Partial| Nudity| Sexual| Content| Strong| Language
887900,null,
237030,null,
464150,null,
483770,null,
901663,null,
1378170,null,
427570,m,Mild| Fantasy| Violence
1220421,null,
758090,null,
320760,null,
237090,null,
1018680,null,
466740,null,
214250,m,Blood| Intense| Violence| Sexual| Themes| Strong| Language
648930,null,
1148450,null,
690180,m,Violence| BloodLanguage
576960,m,Violence| BloodSexual| Themes| Drug| Reference| Strong| Language
544310,null,
779640,null,
886820,m,Alcohol| Reference| Fantasy| Violence| Mild| Language| Suggestive| Themes
400400,null,
1028890,null,
640120,null,
980830,null,
237050,null,
458920,m,Fantasy| Violence
820610,m,Mild| Fantasy| Violence| Mild| Blood
926650,null,
65400,null,
462290,m,Blood| Partial| Nudity| Strong| Lyrics| Violence
1091460,null,
226720,m,Blood| LanguageViolence
968870,m,Blood| and| Gore| Intense| Violence| Strong| Language
323460,null,
277450,null,
461840,null,
680360,null,
339190,null,
564150,null,
851180,null,
686790,null,
376700,null,
876500,null,
922100,null,
9460,m,Blood| LanguageViolence
1155590,null,
8260,null,
18040,m,Blood| Cartoon| Violence| Crude| Humor| Mild| Language| Mild| Sexual| Themes
1186740,null,
1172060,null,
1302050,null,
880640,null,
504000,null,
437070,m,"Intense| Violence,| Blood| and| Gore,| Alcohol| Reference"
500272,m,Blood| Drug| Reference| Intense| Violence| Strong| Language| Suggestive| Themes
1096720,null,
446040,null,
65247,null,
1314590,null,
621870,null,
303590,m,Fantasy| Violence
1114870,null,
1092590,null,
237070,null,
581130,null,
222590,null,
975120,null,
335190,null,
1126420,null,
202530,m,Comic| Mischief
1118292,null,
1217260,null,
359570,m,Sexual| Themes
346850,null,
408730,null,
250700,null,
3820,m,Blood| and| Gore| Intense| Violence| Sexual| Themes| Strong| Language
508400,m,Cartoon| Violence| Mild| Blood| Mild| Language| Mild| Suggestive| Themes
246960,null,
354740,null,
441770,null,
634410,null,
494630,null,
370350,null,
115210,m,Violence| Blood
823990,m,Blood| and| Gore| Intense| Violence| Sexual| Themes| Strong| Language| Use| of| Drugs| and| Alcohol
46250,m,Blood| and| Gore| Intense| Violence| Language
686770,null,
319014,m,Fantasy| Violence| Mild| Language| Suggestive| Themes
603800,null,
669050,null,
336130,null,
837610,null,
931560,null,
91800,null,
225280,null,
762916,m,Blood| Mild| Language| Use| of| Alcohol| Violence
1069230,null,
1077970,null,
1231940,null,
1287000,null,
911510,null,
25900,m,Drug| Reference| LanguageMild| Fantasy| Violence
770200,null,
1137110,null,
804730,null,
277775,null,
877080,null,
499890,null,
351940,null,
471891,null,
1397030,null,
1225960,null,
219680,null,
910490,null,
874340,m,Blood| Mild| Language| Partial| Nudity| ViolenceIn-Game| Purchases| Users| Interact
650330,null,
254820,m,"Animated| Blood,| Animated| Violence."
1106130,null,
477900,null,
1229260,null,
393200,null,
578310,null,
721010,null,
389220,null,
1034471,m,Blood| LanguageSexual| Themes| ViolenceUsers| Interact| In-Game| Purchases
549180,m,Animated| Violence
414720,null,
1365030,null,
457730,null,
275670,null,
221830,null,
443970,null,
599460,null,
643960,null,
642770,null,
369070,null,
218060,m,Crude| Humor
325976,null,
39200,m,Blood| and| Gore| Violence
1058690,null,
437530,null,
94200,null,
304690,null,
753220,null,
330820,m,Violence| BloodSuggestive| Themes| Strong| Language
1258480,null,
210950,null,
670290,null,
1247720,null,
374390,null,
297790,null,
1156990,null,
1346400,m,Violence
693700,null,
1292170,m,Animated| Blood| Animated| Violence
906110,null,
105800,null,
366910,null,
3350,null,
1116210,null,
926540,null,
15190,m,Blood| and| Gore| Intense| Violence| Strong| Language
585840,null,
1157310,null,
583810,m,Blood| and| Gore| Intense| Violence| Strong| Language
421700,null,
716750,null,
619940,null,
1158490,null,
465890,null,
800200,m,Interactive| Elements| BloodViolence
243780,m,Mild| Fantasy| Violence
996741,m,Blood| Mild| Language| Use| of| Alcohol| Violence
371180,null,
1291330,null,
1152420,null,
1070330,null,
779430,null,
691110,m,Blood| and| Gore| Strong| Language| Intense| Violence
1020100,null,
205630,m,Alcohol| Reference| Tobacco| Reference| Mild| Suggestive| Themes| Violence
400180,null,
1153540,null,
1008800,null,
1042731,null,
367870,m,Cartoon| Violence| Crude| Humor
277430,m,Violence| Blood
974702,m,Mild| Blood| Suggestive| Themes| ViolenceUsers| Interact| In-Game| Purchases
49000,null,
976010,null,
1121530,null,
367850,null,
782110,null,
41800,null,
422480,m,Cartoon| Violence| Comic| Mischief
282514,null,
218410,null,
338800,m,Blood| Violence
895690,null,
886920,null,
348687,m,Violence| Alcohol| Reference| Mild| Suggestive| Themes
817510,null,
13200,m,Blood| and| Gore| Violence
1181400,null,
846730,m,Interactive| Elements| Users| Interact
392080,null,
63940,m,Blood| Mild| Language| Violence
300610,m,Online| game-play| not| rated.
325120,null,
834390,null,
333250,null,
206250,null,
414150,null,
251830,m,Violence
6810,m,Animated| Blood| Animated| Violence
1253680,null,
737740,null,
925460,null,
562220,null,
317490,null,
655780,null,
1398770,m,Language| Use| of| Tobacco| Violent| References
319015,m,Fantasy| Violence| Mild| Language| Suggestive| Themes
33120,null,
1027130,null,
676630,null,
756500,null,
1279700,null,
622060,null,
431590,null,
728730,null,
962970,null,
575301,null,
537450,m,Violence
347212,null,
1164740,null,
974300,m,Blood| Mild| Language| Use| of| Alcohol| Violence
415180,null,
530595,m,Blood| and| Gore| Intense| Violence| Strong| Language
1250730,null,
530596,m,Blood| and| Gore| Intense| Violence| Strong| Language
758230,null,
1287057,m,Blood| Mild| Language| Use| of| Alcohol| Violence
944220,null,
504920,null,
692690,null,
772290,null,
304730,null,
1058530,null,
1327820,null,
1146520,m,Alcohol| Reference| Mild| Blood| Mild| Language| Suggestive| Themes| Violence
568980,m,Blood| Drug| Reference| Strong| Language| Violence
275610,null,
463850,null,
868311,m,Violence| Mild| Blood| LanguageUsers| Interact| In-Game| Purchases
873970,null,
1158120,null,
612100,null,
1050510,null,
555400,null,
420520,null,
568570,m,Mild| Fantasy| Violence
569530,null,
611720,null,
578850,null,
273153,m,"Blood| and| Gore,| Intense| Violence,| Language,| Nudity"
335000,null,
762914,m,Blood| Mild| Language| Use| of| Alcohol| Violence
793350,null,
771920,null,
208791,m,"Blood| and| Gore,| Intense| Violence,| Strong| Language"
931950,null,
401710,m,Fantasy| Violence| Mild| Blood
748890,null,
1040550,null,
249330,null,
327380,null,
730860,m,Mild| Fantasy| Violence
402750,null,
741820,null,
903040,null,
521880,null,
1097800,m,"Blood,| Language,| Sexual| Themes,| Tobacco| Reference,| Violence"
424780,null,
349770,m,Fantasy| Violence| Mild| Blood| Mild| Language| Mild| Suggestive| Themes
913550,null,
461248,null,
1118029,m,Blood| Mild| Language| Use| of| Alcohol| Violence
643900,null,
1164850,null,
564780,m,Blood| and| Gore| Mature| Humor| NuditySexual| Content| Strong| Language| Use| of| Drugs| Violence
993090,null,
384750,null,
1144910,null,
247140,null,
448240,null,
318020,null,
1313810,null,
208371,null,
55203,m,Blood| Strong| Language| Violence
716340,null,
1025140,null,
1286370,null,
575640,null,
738270,null,
666730,null,
742700,null,
595960,null,
423852,m,Intense| Violence| Blood| and| Gore
1066110,null,
1004890,null,
625860,null,
405920,null,
607880,m,"Fantasy| Violence,| Suggestive| Themes,| Partial| Nudity,| Language"
401660,null,
738550,m,Users| Interact
480530,m,"Mild| Language,| Suggestive| Themes,| Violence| Online| Interactions| Not| Rated| by| the| ESRB"
348561,null,
336370,m,Drugs| AlcoholSexual| themesViolence| LanguageDisturbing| Images
1102100,m,Fantasy| Violence
978960,null,
715670,null,
402530,null,
33770,null,
1288340,null,
612520,null,
1155660,null,
1211173,m,Blood| Mild| Language| Use| of| Alcohol| Violence
886200,null,
591970,null,
843870,null,
411310,m,"Blood,| Violence"
549170,null,
276190,m,Blood| and| Gore| Strong| Language| Violence
281200,m,Mild| Cartoon| Violence
872680,null,
671190,null,
225420,null,
440880,null,
715940,m,Fantasy| Violence| Mild| Language| Drug| Reference
502891,null,
1530,null,
249860,m,Intense| Violence| BloodStrong| Language
277110,null,
769680,null,
793190,null,
657000,null,
925650,null,
222611,null,
949790,null,
80330,m,Cartoon| Violence| Suggestive| Themes
1296290,null,
201290,m,Fantasy| Violence| Mild| Language
1257,m,Blood| and| Gore| Intense| Violence| Partial| Nudity| Strong| Language
658560,null,
377080,m,Fantasy| Violence| Mild| Language
1266370,null,
458770,null,
40340,null,
752500,null,
1173310,null,
517130,null,
1148810,null,
511350,null,
874460,null,
1112830,null,
1212400,null,
1011420,null,
1043430,null,
1360670,null,
398100,null,
1124830,null,
1123230,null,
590391,null,
1022780,null,
536780,null,
390200,null,
330180,null,
93200,null,
628920,null,
543192,m,Intense| Violence| Blood| and| Gore
1211475,null,
847360,m,Mild| Cartoon| Violence
438450,null,
1120302,null,
736580,null,
1281390,null,
244770,null,
714800,null,
763790,null,
899130,m,Fantasy| Violence| Mild| Language| Drug| Reference
982270,null,
662970,null,
435490,null,
974301,m,Blood| Mild| Language| Use| of| Alcohol| Violence
860860,null,
881680,null,
1051840,null,
1185680,null,
407471,m,Blood| Drug| Reference| Strong| Language| Violence
528055,m,Violence| BloodMild| Language| Mild| Suggestive| Themes| Partial| Nudity| Use| of| Alcohol
962960,null,
1109840,null,
281450,null,
1129660,null,
611830,null,
813530,null,
812410,null,
1001371,null,
525520,m,Violent| References
435260,null,
267789,m,Violent| References
287070,null,
1349710,null,
503620,null,
399670,null,
762915,m,Blood| Mild| Language| Use| of| Alcohol| Violence
814530,null,
399820,null,
742490,null,
332260,null,
717610,null,
472070,null,
388060,null,
971680,null,
376934,null,
322020,null,
1001980,null,
297470,null,
1256,m,Blood| and| Gore| Intense| Violence| Partial| Nudity| Strong| Language
995230,null,
512080,null,
676420,null,
651020,null,
358920,null,
12330,m,Drug| and| Alcohol| Reference| Fantasy| Violence| LanguageMild| Blood
390720,null,
1194770,null,
1253300,m,Blood| and| Gore| Intense| Violence| Strong| Language| Users| Interact| In-Game| Purchases
880850,null,
724970,null,
225000,m,"Animated| Blood,| Animated| Violence"
6880,m,Blood| Drug| Reference| Intense| Violence| LanguageSexual| Themes
238304,null,
523210,null,
358250,null,
632900,null,
274270,m,Violence| Blood| and| Gore| Drug| Reference| LanguageCrude| Humor| Use| of| Tobacco
289890,null,
887800,null,
857200,null,
548010,null,
610190,m,Alcohol| Reference| Suggestive| Themes| Violence
22310,m,Blood| Intense| Violence| Strong| Language
1219940,null,
502720,null,
1028570,null,
2920,m,Violence| Mild| Violence
380750,m,Language| Mild| Blood| Suggestive| Themes| Violence
654990,null,
1361920,m,"Fantasy| Violence,| Alcohol| Reference,| Mild| Language"
324810,null,
1278480,null,
1198050,null,
431621,m,Fantasy| Violence| Suggestive| Themes| Partial| Nudity
776340,null,
361230,m,Violence| BloodLanguage| Crude| Humor| Use| of| Tobacco
314150,null,
1042020,null,
339910,null,
514920,null,
961620,m,Fantasy| Violence
846700,null,
322660,null,
635730,null,
606370,m,Violence| BloodSexual| Themes| Partial| Nudity| Drug| Reference| Use| of| Alcohol
35101,m,"Blood,| Drug| reference,| Language,| Sexual| themes,| violence."
378770,null,
324710,null,
550210,null,
1103100,null,
517000,null,
980544,null,
521620,null,
1255310,null,
1177130,null,
562410,null,
798750,null,
450700,null,
658590,null,
1284900,null,
1216230,null,
985400,null,
245300,m,Cartoon| Violence
1214450,null,
306396,null,
270130,m,Violence| Language
955400,null,
1098520,null,
530630,null,
418950,null,
752440,null,
557750,m,"Mature| (with| Animated| Blood,| Animated| Violence)"
22364,m,Blood| LanguageViolence
774758,null,
313101,m,Blood| LanguageSuggestive| Themes| Violence
1138970,null,
376979,null,
1010137,null,
758410,null,
247302,null,
706450,null,
575340,null,
1048000,null,
1033410,null,
368730,null,
761596,m,Blood| Mild| Language| Use| of| Alcohol| Violence
1002560,null,
680980,null,
270910,null,
420980,null,
222561,null,
1244160,null,
682530,null,
1098560,null,
1016930,null,
35102,m,Blood| Drug| Reference| LanguageSexual| Themes| Violence
710600,m,Contains| scenes| of| suicidal| themes/nature.
229622,m,Blood| and| Gore| Intense| Violence| Language
344760,null,
1057540,null,
210898,null,
296770,null,
406860,null,
494720,null,
1225780,null,
495920,null,
319280,null,
1003730,null,
646672,null,
38440,null,
272100,m,Alcohol| Reference| Blood| and| Gore| Mild| Language| Violence
260690,m,"Mild| Violence,| Suggestive| Themes"
939060,null,
513033,null,
1269840,null,
1314300,null,
867380,null,
80350,m,Cartoon| Violence| Suggestive| Themes| Use| of| Tobacco
1284950,null,
662190,null,
306397,null,
762178,m,Blood| Mild| Language| Use| of| Alcohol| Violence
1252320,null,
579490,null,
1206490,null,
620220,null,
528620,null,
445260,m,Partial| Nudity| Sexual| Themes| Violence
318230,null,
207080,null,
201480,null,
288060,m,Violence| BloodSuggestive| Themes
1096060,null,
951460,null,
408250,m,Mild| Violence
497800,null,
444590,null,
1061310,null,
415920,null,
674190,m,with| Animated| Violence
410110,null,
282510,null,
1221230,null,
883070,null,
628320,null,
456600,m,Fantasy| Violence
530020,null,
1153560,m,Mild| Violence
554390,m,Intense| Violence| Blood| and| Gore
1232254,m,Blood| and| Gore| Intense| Violence| Sexual| Themes| Strong| Language
445020,null,
1087720,null,
416790,m,Fantasy| Violence| Blood| and| Gore
324250,m,Alcohol| and| Tobacco| Reference| Crude| Humor| LanguageMild| Blood| Mild| Animated| Blood| Fantasy| Violence
395239,m,Blood| and| Gore| | Mild| Language| Violence
899470,null,
1024640,null,
909510,null,
773430,null,
796620,null,
816720,null,
1162340,m,Fantasy| Violence| LanguageSuggestive| Themes
830590,null,
654690,null,
657430,null,
3800,m,Blood| Mild| Violence| Language
598060,null,
738510,null,
1098163,null,
201420,null,
214420,null,
1141360,null,
1000400,null,
232010,null,
260473,m,Blood| Sexual| Themes| Strong| Language| Use| of| Alcohol| Violence
1097210,null,
629110,null,
635330,null,
376760,null,
314970,null,
210934,m,Blood| and| Gore| Intense| Violence| Partial| Nudity| Strong| Language
673850,null,
319400,null,
891790,null,
377900,null,
422860,null,
457842,m,Fantasy| Violence| BloodMild| Language| Use| of| Tobacco
601530,null,
1101270,null,
222380,m,Violence
552970,null,
612300,null,
1158970,null,
996742,m,Blood| Mild| Language| Use| of| Alcohol| Violence
98300,m,Violence| Alcohol| Reference| Use| of| Tobacco
36150,m,Alcohol| Reference| Crude| Humor| Mild| Violence
580081,null,
214830,null,
488950,m,Mild| Fantasy| Violence
815580,null,
657730,m,Fantasy| Violence| Mild| Blood| LanguageMild| Suggestive| Themes
388474,null,
8880,null,
1067720,null,
1110380,null,
264080,null,
1044490,null,
1235360,null,
537100,null,
1084220,null,
42980,null,
821320,null,
302710,null,
277460,null,
270630,null,
974722,m,Mild| Blood| Suggestive| Themes| ViolenceInteractive| Elements| Users| Interact| In-Game| Purchases
208361,null,
1285160,null,
1013540,null,
691150,null,
1162341,m,Fantasy| Violence| LanguageSuggestive| Themes
1001060,m,Blood| and| Gore| LanguagePartial| Nudity| ViolenceUsers| Interact| In-Game| Purchases
723890,null,
327173,m,Cartoon| Violence
743640,null,
414510,null,
800820,null,
464100,null,
683850,null,
27800,null,
361843,null,
944340,null,
278460,null,
1045930,null,
373540,m,"Intense| Violence,| Blood| and| Gore,| Alcohol| Reference"
839420,null,
340490,null,
710760,null,
1235120,null,
914170,null,
319480,null,
741670,m,Mild| Blood| ViolenceStrong| Language
687750,null,
931920,m,Violence| Blood| and| Gore| Strong| Language
501970,null,
1066300,null,
839630,null,
1204920,null,
878920,m,Violence| Blood| and| Gore| Strong| Language
415800,null,
812840,null,
992120,null,
998810,m,Violence| Blood| and| Gore| Strong| Language
353051,m,Blood| and| Gore| Intense| Violence| LanguageSexual| Themes| Use| of| Alcohol
381260,null,
312280,null,
867120,null,
1104640,null,
1083310,null,
626660,m,Violence| Suggestive| Themes| LanguageUse| of| Tobacco| Crude| Humor| Drug| Reference
229753,null,
385330,null,
1383050,null,
859130,m,Violence| Blood| and| Gore| Strong| Language
1268380,null,
458640,null,
584096,m,Blood| Violence
1154080,null,
346140,null,
55386,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Partial| Nudity| Sexual| Content| Strong| Language
657422,null,
848020,m,Violence| Blood| and| Gore| Strong| Language
271944,m,"Blood| and| Gore,| Mild| Language,| Partial| Nudity,| Violence"
1211208,m,Blood| Mild| Language| Use| of| Alcohol| Violence
266740,m,Blood| and| Gore| LanguageViolence
55388,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Partial| Nudity| Sexual| Content| Strong| Language
913810,m,Violence| Blood| and| Gore| Strong| Language
915580,null,
358070,null,
313740,null,
393830,m,Blood| and| Gore| Mild| Language| Violence
336240,null,
1395560,null,
975560,m,Violence| Blood| and| Gore| Strong| Language
571210,null,
693800,null,
729850,null,
245176,m,Blood| Partial| Nudity| ViolenceUse| of| Tobacco| Mild| Language
241910,null,
245172,m,Blood| Partial| Nudity| ViolenceUse| of| Tobacco
759570,null,
959160,m,Violence| Blood| and| Gore| Strong| Language
978180,null,
1010970,null,
770390,null,
354380,null,
824070,m,Strong| Language| Drug| Reference
227180,m,Blood| ViolenceSuggestive| Themes
1087740,null,
257610,null,
1388490,null,
1116110,null,
492500,null,
322910,m,Intense| Violence| Blood| and| Gore
886930,m,Violence| Blood| and| Gore| Strong| Language
1282650,null,
904580,m,Violence| Blood| and| Gore| Strong| Language
102622,m,Blood| and| Gore| Violence
786580,null,
810670,null,
864980,m,Violence| Blood| and| Gore| Strong| Language
229630,m,Blood| and| Gore| Intense| Violence| Language
464650,null,
922430,m,Violence| Blood| and| Gore| Strong| Language
945830,null,
1247190,null,
986830,null,
476862,m,Fantasy| Violence;| Language;| Partial| Nudity;| Suggestive| Themes
953370,null,
6040,m,Animated| Violence
312230,null,
804644,m,Language| Suggestive| Themes| Violence
210904,null,
1354240,null,
499110,null,
18470,m,Alcohol| Reference| Mild| Language| Violence
208365,null,
516130,m,Cartoon| Violence| Crude| Humor| Mild| Language| Use| of| Tobacco
950820,m,Violence| Blood| and| Gore| Strong| Language
248160,null,
749840,null,
207400,m,Mild| Fantasy| Violence| ViolenceSuggestive| Themes
610693,null,
499100,null,
222980,null,
941220,m,Violence| Blood| and| Gore| Strong| Language
762913,m,Blood| Mild| Language| Use| of| Alcohol| Violence
1183500,null,
1196500,null,
298480,null,
1137940,null,
229628,m,Blood| and| Gore| Intense| Violence| Language
739540,null,
50920,m,Alcohol| Reference
246110,null,
229629,m,Blood| and| Gore| Intense| Violence| Language
359420,m,Animated| Violence
986510,m,Violence| Blood| and| Gore| Strong| Language
710170,null,
1395720,m,Language| Use| of| Tobacco| Violent| References
31870,m,Mild| Violence| Tobacco| Reference
813540,null,
923260,null,
889902,m,Blood| and| Gore| Violence
1094530,null,
313400,null,
890520,null,
1109205,null,
1270010,null,
575550,null,
837430,null,
940501,m,Blood| Partial| Nudity| Strong| Language| Violence
301840,m,Fantasy| Violence
1140440,null,
966360,m,Violence| Blood| and| Gore| Strong| Language
594184,null,
435840,null,
892400,m,Violence| Blood| and| Gore| Strong| Language
1232070,null,
1137020,null,
324190,null,
490450,m,Violence| BloodSuggestive| Themes| Crude| Humor| Use| of| Tobacco| Mild| Language
1025340,null,
1075550,m,Violence| BloodDrug| Reference
358290,null,
37960,m,Violent| References
1083820,null,
1311540,null,
883100,null,
1055010,null,
975280,null,
265590,null,
973220,null,
566700,null,
204060,null,
46550,m,Violence| BloodStrong| Sexual| Content
37280,null,
1209910,null,
320840,null,
492150,null,
785890,null,
1386900,null,
668710,m,Mild| Fantasy| Violence
24021,null,
996060,m,Sexual| Themes| BloodDrug| Reference| ViolenceStrong| Language
351090,null,
579760,null,
115100,null,
1048830,null,
657040,null,
4890,m,Violence| Blood
644200,null,
204940,null,
8790,null,
1350340,null,
666610,null,
1197390,null,
50990,null,
316441,m,Violence| Mild| Suggestive| Themes| Alcohol| Reference
588962,null,
468737,null,
210943,m,Blood| and| Gore| Intense| Violence| Partial| Nudity| Strong| Language
603870,null,
22430,m,Blood| and| Gore| Intense| Violence| Sexual| Themes| Strong| Language| Use| of| Drugs
317100,m,Strong| Language| BloodViolence
649640,null,
739980,null,
945460,null,
606490,null,
866010,null,
1362430,null,
288860,null,
745330,null,
603810,null,
1354300,null,
610360,null,
566160,null,
1261960,null,
340580,null,
1329600,null,
1233720,null,
915652,null,
328730,null,
461242,null,
490930,null,
290000,null,
544710,null,
25808,m,Alcohol| Reference| Tobacco| Reference| Mild| Violence
209540,null,
348560,null,
40380,m,Lyrics| Mild| Violence
329012,null,
1158290,null,
573060,null,
272680,null,
431650,null,
839020,null,
543030,null,
607120,m,Blood| Violence
569630,null,
1192910,null,
431770,null,
239840,null,
802730,null,
306390,null,
1221800,null,
306391,null,
938490,null,
207750,null,
869170,null,
299540,null,
611710,null,
1163600,null,
812070,m,Blood| and| Gore| ViolenceStrong| Language
232530,m,"17+:| Blood| and| Gore,| Intense| Violence,| Nudity,| Suggestive| Themes,| Strong| Language"
1131900,null,
1207320,null,
630030,null,
464620,null,
753930,null,
1238330,null,
401620,m,Blood| LanguageSuggestive| Themes| Violence
1105630,null,
458360,null,
926860,null,
766040,null,
975270,null,
25806,m,Alcohol| Reference| Tobacco| Reference| Mild| Violence
358360,null,
893770,m,Violence
1255311,null,
732810,null,
363600,null,
690420,null,
1083760,null,
467810,m,Fantasy| Violence| Comic| Mischief| Interactive| Elements| Users| Interact
618950,null,
1026400,null,
852110,null,
733990,null,
32160,null,
600280,null,
382470,m,•| Alcohol| Reference•| Blood•| Mild| Language•| Suggestive| Themes•| Use| of| Tobacco•| Violence
865940,null,
306393,null,
287960,null,
1268350,null,
981420,null,
1292750,null,
306395,null,
934690,m,"Violence•| Mostly| realistic| setting•| Photo-realistic| depictionViolence| Against| Non-Humans•| Violence| is| often| depicted| from| a| distance•| Violence| is| rarely| depicted| close-up•| No| blood| and| goreLanguage•| Minor| profanities| (e.g.| ""damn"";| ""hell"")Users| Interact•| User| generated| content| shared| with| others"
314070,null,
1010134,null,
1318560,null,
1140570,null,
941964,m,Blood| Partial| Nudity| Strong| Language| Violence
407980,null,
579110,null,
215690,m,Violence| BloodPartial| Nudity| Mild| Language| Use| of| Alcohol
1357740,null,
1111620,null,
976700,null,
1140460,null,
822240,null,
322021,null,
566190,null,
572630,null,
595110,null,
1144460,null,
1074300,null,
531180,m,Fantasy| Violence| Mild| Language
618550,null,
514160,null,
271943,m,"Blood| and| Gore,| Mild| Language,| Partial| Nudity,| Violence"
366270,null,
1230273,null,
9000,null,
32680,null,
619290,null,
312560,null,
765710,null,
607260,null,
655770,null,
1040460,null,
728300,null,
241300,null,
306398,null,
663370,null,
1002100,null,
376953,null,
1359520,null,
1176110,null,
296300,m,Violence| BloodLanguage
453390,m,Fantasy| Violence| Mild| Blood
319017,m,Fantasy| Violence| Mild| Language| Suggestive| Themes
294730,null,
523510,m,Fantasy| Violence| Mild| Blood| Suggestive| Themes
434065,null,
726990,null,
595290,null,
1090440,null,
674850,null,
312300,null,
557520,m,Fantasy| Violence| Partial| Nudity| Alcohol| Reference| Language
377460,null,
1210030,null,
1204230,null,
575430,null,
706990,null,
616890,null,
468733,null,
1329560,null,
384960,null,
270010,null,
560250,null,
1119800,null,
470740,null,
563200,null,
1115640,null,
315840,null,
571761,null,
1149080,null,
65780,m,Blood| Strong| Language| Violence
401621,m,Blood| LanguageSuggestive| Themes| Violence
1129030,null,
433240,m,Fantasy| Violence
288840,null,
309991,m,Blood| and| Gore| Intense| Violence| Partial| Nudity| Strong| Language
259190,m,"Blood| and| Gore,| Violence"
1171840,null,
491040,null,
520850,null,
676430,null,
741400,null,
239700,null,
816490,null,
658690,null,
1255650,null,
311010,null,
734980,null,
935930,null,
892980,null,
369420,null,
862580,null,
915140,null,
786450,m,Blood| ViolenceMild| Language
1015710,null,
1265960,null,
407380,null,
304290,null,
642560,null,
202750,null,
967330,null,
774811,null,
597230,null,
98200,null,
831070,null,
1126470,null,
721620,m,Violence| BloodStrong| Language
270110,null,
2910,m,Violence| Mild| Violence
689810,m,Fantasy| Violence| Mild| Blood| In-Game| Purchases
1182940,null,
295550,null,
463270,null,
1235761,m,Violence| Sexual| Themes| Crude| Humor
1238520,null,
347670,null,
1194140,null,
250460,null,
247290,null,
986680,null,
570420,null,
1330420,null,
48950,m,Mild| Fantasy| Violence
34820,null,
1316200,null,
418810,m,Blood| and| Gore| Intense| Violence| Strong| Language
429330,null,
638850,null,
812550,null,
781640,null,
672790,null,
8600,null,
454060,null,
2800,m,Blood| Use| of| Alcohol| Violence
208792,m,"Blood| and| Gore,| Intense| Violence,| Strong| Language"
208790,m,"Blood| and| Gore,| Intense| Violence,| Strong| Language"
415000,null,
208793,m,"Blood| and| Gore,| Intense| Violence,| Strong| Language"
835950,null,
1241290,m,Blood| Mild| Language| Use| of| Alcohol| Violence
376240,null,
732400,null,
1179830,null,
960310,m,Fantasy| Violence| Language
494230,null,
528058,m,Blood| Mild| Language| Mild| Suggestive| Themes| Partial| Nudity| Use| of| Alcohol| Violence
475490,null,
1180900,null,
846080,null,
1051570,null,
619310,null,
423851,m,Intense| Violence| Blood| and| Gore
694190,null,
73210,null,
433920,null,
798430,null,
861270,null,
316966,null,
323780,null,
323060,m,Violence| BloodStrong| Language
744520,null,
660850,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Strong| Language
1329573,m,Mild| Blood| Mild| Language| Mild| Violence| Interactive| Elements| In-Game| Purchases| Users| Interact
545430,null,
632710,null,
1295650,null,
240600,null,
514700,null,
754680,null,
501670,null,
645090,null,
386480,null,
250380,null,
874345,m,Blood| Mild| Language| Partial| Nudity| ViolenceIn-Game| Purchases| Users| Interact
945160,null,
1221050,null,
858040,null,
319011,m,Fantasy| Violence| Mild| Language| Suggestive| Themes
65930,null,
1118270,null,
666330,null,
738650,null,
316720,null,
741420,m,"Intense| Violence,| Blood| and| Gore,| Alcohol| Reference"
584383,m,Fantasy| Violence| Mild| Blood
233550,m,Blood| Violence
258751,m,Blood| and| Gore| Intense| Violence| Partial| Nudity| Strong| Language
431250,null,
50980,null,
99700,null,
418120,null,
455100,null,
1004510,null,
794580,null,
584095,m,Blood| Violence
376770,null,
304210,null,
629220,null,
35090,m,Blood| Drug| Reference| LanguageSexual| Themes| Violence
273500,null,
351480,null,
807320,m,Animated| Blood| Fantasy| Violence| Language
1165180,null,
604510,null,
586910,null,
314730,null,
944080,null,
325520,null,
15930,null,
948960,m,Violence
347154,m,Blood| and| Gore| Intense| Violence| Strong| Language
867700,null,
449250,null,
829420,m,Fantasy| Violence| Mild| Blood
358410,null,
383100,null,
778780,null,
254940,null,
55205,m,Blood| Strong| Language| Violence
1169740,null,
715580,null,
1171190,null,
